table_name,column_name,database_type,base_type,comment,,
DLVST,tkdatebldg,timestamp,type/DateTime,Date taken,,
DLVST,bldtest,numeric,type/Decimal,รหัสผลการตรวจกรุ๊ปเลือด,,
DLVST,rhtest,numeric,type/Decimal,รหัสผลการตรวจ Rh,,
DLVST,tkdatehbsag,timestamp,type/DateTime,วันที่ตรวจ Hbsag,,
DLVST,hbsagtest,numeric,type/Decimal,รหัสผลการตรวจ Hbsag,,
DLVST,tkdatevdrl,timestamp,type/DateTime,วันที่ตรวจ VDRL,,
DLVST,vdrltest,numeric,type/Decimal,รหัสผลการตรวจ VDRL,,
DLVST,tkdatetpha,timestamp,type/DateTime,วันที่ตรวจ TPHA,,
DLVST,tphatest,numeric,type/Decimal,รหัสผลการตรวจ TPHA,,
DLVST,hivtest,numeric,type/Decimal,รหัสผลการตรวจHIV,,
DLVST,tkdatehct,timestamp,type/DateTime,วันที่ตรวจ HCT,,
DLVST,hcttest,numeric,type/Decimal,ผลการตรวจ HCT,,
DLVST,tkdatecmia,timestamp,type/DateTime,วันที่ตรวจ CMIA,,
DLVST,cmiatest,varchar,type/Text,รหัสผลการตรวจ CMIA,,
DLVST,crdbld,numeric,type/Decimal,"ตัวบ่งชี้ว่ามีการเจาะเลือดใน Cord ไปตรวจ (1=Yes,2=NO)",,
DLVST,treatmnt,varchar,type/Text,Treatment if any (การรักษาอื่นๆ ถ้ามี(ช่วงก่อนการคลอด)),,
DLVST,inhosflag,numeric,type/Decimal,"ตัวบ่งชี้ว่าคลอดในโรงพยาบาล (1= Yes เกิดในโรงพยาบาล,2=No เกิดนอกโรงพยาบาล)",,
DLVST,brthplace,varchar,type/Text,สถานที่เกิด (ถ้า inhosflag=1 ให้ default =โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย),,
DLVST,leadsign,numeric,type/Decimal,รหัสท่าของเด็กในครรภ์,,
DLVST,leadsignoth,varchar,type/Text,ท่าของเด็กในครรภ์ ระบุ,,
DLVST,plcnttype,numeric,type/Decimal,รหัสวิธีการเจ็บครรภ์,,
DLVST,lbrtdose,varchar,type/Text,การให้ยาเร่งคลอด,,
DLVST,onsetdate,timestamp,type/DateTime,วันที่เริ่มเจ็บท้องคลอด,,
DLVST,onsettime,numeric,type/Decimal,เวลาที่เริ่มเจ็บท้องคลอด,,
DLVST,fdlttndate,timestamp,type/DateTime,วันที่ปากมดลูกขยายเต็มที่,,
DLVST,fdlttntime,numeric,type/Decimal,เวลาที่ปากมดลูกขยายเต็มที่,,
DLVST,dbrthdate,timestamp,type/DateTime,วันที่เด็กคลอด,,
DLVST,dbrthtime,numeric,type/Decimal,เวลาที่เด็กคลอด,,
DLVST,plctdate,timestamp,type/DateTime,วันที่รกและเยื่อหุ้มเด็กคลอดออกมา,,
DLVST,plcttime,numeric,type/Decimal,เวลาที่รกและเยื่อหุ้มเด็กคลอดออกมา,,
DLVST,rptrtype,numeric,type/Decimal,รหัสลักษณะการเปิดของถุงน้ำ,,
DLVST,rptrdate,timestamp,type/DateTime,วันที่ Date of rupture,,
DLVST,rptrtime,numeric,type/Decimal,เวลา Date of rupture,,
DLVST,color,numeric,type/Decimal,"สีของน้ำเดิน (1 = Clear,2 = Thin,3 = Thick,4 = Other,5=Bloody,6=Undertermine,9 = Unseen)",,
DLVST,colorext,varchar,type/Text,สีของน้ำเดินอื่นๆระบุ,,
DLVST,fhrtsnd,numeric,type/Decimal,"การได้ยินเสียงหัวใจเด็กเต้น (1= Yes,2=No)",,
DLVST,fhrtsnddate,timestamp,type/DateTime,วันที่ได้ยินเสียงหัวใจเด็กเต้น fetal heart sound on date,,
DLVST,fhrtsndtime,numeric,type/Decimal,เวลาที่ได้ยินเสียงหัวใจเด็กเต้น fetal heart sound on time,,
DLVST,station,numeric,type/Decimal,รหัสระดับความสูงของปากมดลูกที่เปิด,,
DLVST,cervical,numeric,type/Decimal,รหัสขนาดของปากมดลูกที่เปิด,,
DLVST,medication,varchar,type/Text,"ชื่อยา,ขนาด,วิธีและเวลาที่ให้ (ช่วงคลอด)",,
DLVST,tkdatehiv,timestamp,type/DateTime,วันที่ตรวจ HIV,,
DLVST,fhramt,numeric,type/Decimal,อัตราการเต้นหัวใจของทารกในครรภ์(FHR) จำนวนครั้งต่อนาที (ระบุได้ 0-200 จำนวนเต็ม),,
DLVST,cmiatestnew,numeric,type/Decimal,รหัส CMIA,,
DLVSTAFBRTHSIGN,dlvstreqno,numeric,type/Decimal,เลขที่รับไว้,,
DLVSTAFBRTHSIGN,dlvstseq,numeric,type/Decimal,ลำดับที่ในการคลอดครั้งนี้,,
DLVSTAFBRTHSIGN,icd10,varchar,type/Text,รหัสโรค,,
DLVSTAFBRTHSIGN,diagseq,numeric,type/Decimal,ลำดับที่ของข้อมูลโรค(โรคมาตรฐานตาม ICD10),,
DLVSTAFBRTHSIGN,seqno,numeric,type/Decimal,ลำดับที่ลงโรค (เอาไว้เรียงข้อมูล),,
DLVSTDESC,dlvstreqno,numeric,type/Decimal,เลขที่รับไว้,,
DLVSTDESC,dlvstseq,numeric,type/Decimal,ลำดับที่ในการคลอดครั้งนี้,,
DLVSTDESC,dlvytype,numeric,type/Decimal,"วิธีการคลอด (1= Normal (ปกติ ) ,2= Abnormal)",,
DLVSTDESC,modeofdel,varchar,type/Text,รหัส ICD10 ช่วง( O80-O84),,
DLVSTDESC,modeofdiagseq,numeric,type/Decimal,ลำดับที่ของรหัสโรคที่เป็นลักษณะการคลอด (icd10.diagseq),,
DLVSTDESC,gsttnage,numeric,type/Decimal,อายุของครรภ์(สัปดาห์),,
DLVSTDESC,gsttnday,numeric,type/Decimal,อายุของครรภ์(วัน),,
DLVSTDESC,indction,numeric,type/Decimal,รหัสข้อบ่งชี้,,
DLVSTDESC,indctionseq,numeric,type/Decimal,ลำดับรหัสข้อบ่งชี้,,
DLVSTDESC,indctionoth,varchar,type/Text,อื่นๆ ระบุข้อบ่งชี้,,
DLVSTDESC,dlposition,numeric,type/Decimal,รหัสท่าที่ใช้ในการคลอด,,
DLVSTDESC,dlpositionoth,varchar,type/Text,อื่นๆ ระบุท่าที่ใช้ในการคลอด,,
DLVSTDESC,dlanestht,numeric,type/Decimal,รหัสข้อมูลการดมยา,,
DLVSTDESC,dlanesthtoth,varchar,type/Text,อื่นๆ ระบุข้อมูลการดมยา,,
DLVSTDESC,anesdose,varchar,type/Text,ขนาดยาที่ใช้ในการดมยา,,
DLVSTDESC,dlanestht2,numeric,type/Decimal,รหัสข้อมูลการดมยา2,,
DLVSTDESC,dlanestht2oth,varchar,type/Text,อื่นๆ ระบุข้อมูลการดมยา2,,
DLVSTDESC,anesdose2,varchar,type/Text,ขนาดยาที่ใช้ในการดมยา2,,
DLVSTDESC,anestype2,numeric,type/Decimal,"ประเภทผู้วางยาสลบ (คนที่2) (1 = แพทย์,4 = อื่นๆ)",,
DLVSTDESC,anesstaff,numeric,type/Decimal,รหัสแพทย์ผู้วางยาสลบ anestype2 (1=แพทย์),,
DLVSTDESC,anesother2,varchar,type/Text,ผู้วางยาสลบ 2 ประเภทอื่นๆ (anestype2 4=อื่นๆ),,
DLVSTDESC,anesdct,numeric,type/Decimal,รหัสแพทย์ผู้วางยาสลบ,,
DLVSTDESC,oxytocicdrg,varchar,type/Text,การให้ยาเร่งการบีบตัวของมดลูก,,
DLVSTDESC,dlbytype,numeric,type/Decimal,ประเภทผู้ทำคลอด (1 - แพทย์ 2 - พยาบาล 3 - นิสิตแพทย์เวชปฏิบัติ (extern) 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล 6 - อื่นๆ),,
DLVSTDESC,dlbystaff,numeric,type/Decimal,"รหัสแพทย์/พยาบาลผู้ทำคลอด (dlbytype = 1, 3 --> doctor , 2 --> nurse ",,
DLVSTDESC,dlbyother,varchar,type/Text,"ผู้ทำคลอดประเภทอื่นๆ (dlbytype in ( 4 , 5 , 6)",,
DLVSTDESC,dlasstype,numeric,type/Decimal,ประเภทผู้ช่วยทำคลอดคนที่ 1(1 - แพทย์ 2 - พยาบาล 3 - นิสิติแพทย์เวชปฏิบัติ 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล 6 - อาจารย์พยาบาล,,
DLVSTDESC,dlassstaff,numeric,type/Decimal,"รหัสแพทย์/พยาบาลผู้ช่วยทำคลอดคนที่ 1(dlasstype = 1, 3 --> doctor , 2 --> nurse)",,
DLVSTDESC,dlassother,varchar,type/Text,"ผู้ช่วยทำคลอดคนที่ 1 ประเภทอื่นๆ dlasstype in ( 4 , 5 , 6 )",,
DLVSTDESC,dlasstype2,numeric,type/Decimal,ประเภทผู้ช่วยทำคลอดคนที่ 2(1 - แพทย์ 2 - พยาบาล 3 - นิสิตแพทย์เวชปฏิบัติ (extern) 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล 6 - อาจารย์พยาบาล),,
DLVSTDESC,dlassstaff2,numeric,type/Decimal,"รหัสแพทย์/พยาบาลผู้ช่วยทำคลอดคนที่ 2 (dlasstype2 in (1,2))",,
DLVSTDESC,dlassother2,varchar,type/Text,ผู้ช่วยทำคลอดคนที่ 2 ประเภทอื่นๆ,,
DLVSTDESC,complctn,varchar,type/Text,รหัสโรคแทรกที่ 1 (icd10),,
DLVSTDESC,complctnseq,numeric,type/Decimal,ลำดับรหัสโรคแทรกที่ 1 (icd10.diagseq),,
DLVSTDESC,complctn2,varchar,type/Text,รหัสโรคแทรกที่ 2 (icd10),,
DLVSTDESC,complctnseq2,numeric,type/Decimal,ลำดับรหัสโรคแทรกที่ 2 (icd10.diagseq),,
DLVSTDESC,complctn3,varchar,type/Text,รหัสโรคแทรกที่ 3 (icd10),,
DLVSTDESC,complctnseq3,numeric,type/Decimal,ลำดับรหัสโรคแทรกที่ 3 (icd10.diagseq),,
DLVSTDESC,lacertn,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด  (1, 2, 3, 4, 5=None)",,
DLVSTDESC,mucosa,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด (Mucosa) (เลือก=1, ไม่เลือก=null)",,
DLVSTDESC,fornix,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด (Fornix) (เลือก=1, ไม่เลือก=null)",,
DLVSTDESC,cervix,numeric,type/Decimal,"ลักษณะรอยฉีกขาดของช่องคลอด (Cervix) (เลือก=1, ไม่เลือก=null)",,
DLVSTDESC,epistm,numeric,type/Decimal,"ประเภทการของตัด (1= N - None,2= M - Median, 3= R - Right Mediolateral , 4= L - left Mediolateral ) ",,
DLVSTDESC,mthdrp,numeric,type/Decimal,"วิธีการเย็บแผล  1= N - None,2= I - Interrupted,3= S - Subcuticular",,
DLVSTDESC,repairby,numeric,type/Decimal,"ประเภทผู้ทำการเย็บแผล(1 - แพทย์,2 - พยาบาล,3 - นิสิตแพทย์เวชปฏิบัติ,4 - นิสิตแพทย์,5 - นักศึกษาพยาบาล)",,
DLVSTDESC,repairstf,numeric,type/Decimal,"รหัสแพทย์/พยาบาลที่ทำการเย็บแผล (repairby = 1, 3 --> doctor, 2 --> nurse)",,
DLVSTDESC,repairoth,varchar,type/Text,"ผู้ทำการเย็บแผลประเภทอื่นๆ repairby in ( 4 , 5 )",,
DLVSTDESC,asstntby,numeric,type/Decimal,ประเภทผู้ช่วยทำการเย็บแผล (1 - แพทย์ 2 - พยาบาล 3 - นิสิตแพทย์เวชปฏิบัติ 4 - นิสิตแพทย์ 5 - นักศึกษาพยาบาล),,
DLVSTDESC,asstntstf,numeric,type/Decimal,"รหัสแพทย์/พยาบาล ผู้ช่วยที่ทำการเย็บแผล (asstntby = 1, 3 --> doctor, 2 --> nurse)",,
DLVSTDESC,assntoth,varchar,type/Text,"ผู้ช่วยทำการเย็บแผลประเภทอื่นๆ asstntby in ( 4 , 5 )",,
DLVSTDESC,dctinchrg,numeric,type/Decimal,รหัสแพทย์ Incharge,,
DLVSTDESC,plcntdl,numeric,type/Decimal,"ประเภทการคลอดของรก (1= S - Spontaneous Delivery,2= M - Manual Removal)",,
DLVSTDESC,rmvlby,varchar,type/Text,ผู้ที่ทำ Manual Removal,,
DLVSTDESC,gossapp,numeric,type/Decimal,"ความปกติของรกและเนื้อเยื่อ (1= Y - ปกติ (Normal),2= N - ไม่ปกติ (Abnormal)",,
DLVSTDESC,gossrem,varchar,type/Text,สาเหตุที่รกผิดปกติ,,
DLVSTDESC,plcntweight,numeric,type/Decimal,น้ำหนักของรกและเนื้อเยื่อ (หน่วยเป็น gms.),,
DLVSTDESC,gosscmp,numeric,type/Decimal,"รกและเนื้อเยื่อที่คลอดออกมาครบ (1= Y - ครบ (Complete),2= N - ไม่ครบ (Incomplete)) ",,
DLVSTDESC,cordlength,numeric,type/Decimal,ความยาวของสายสะดือ (หน่วยเป็น cm.),,
DLVSTDESC,abplcntcord,varchar,type/Text,ความผิดปกติของรกและสายสะดือ,,
DLVSTDESC,dlnuchlcrd,numeric,type/Decimal,รหัสความผิดปกติของสายสะดือพันรอบคอ,,
DLVSTDESC,postptmtype,numeric,type/Decimal,"สภาพร่างกายของผู้คลอดหลังคลอด (1= Y - เป็นปกติ (Normal),2= N - ไม่ปกติ (Abnormal))",,
DLVSTDESC,postptmab,varchar,type/Text,รายละเอียดสภาพร่างกายที่ไม่ปกติ,,
DLVSTDESC,estbldloss,numeric,type/Decimal,ปริมาณโลหิตตกที่คะเนได้ (หน่วยเป็น ml),,
DLVSTDESC,sbp,numeric,type/Decimal,ค่าความดันสูงของมารดา (หน่วยเป็น mm.),,
DLVSTDESC,dbp,numeric,type/Decimal,ค่าความดันต่ำของมารดา (หน่วยเป็น mm.),,
DLVSTDESC,pr,numeric,type/Decimal,อัตราการเดินของชีพจร(ครั้ง/นาที),,
DLVSTDESC,remarktreat,varchar,type/Text,หมายเหตุหรือการให้การรักษา,,
DLVSTEXT,dlvstreqno,numeric,type/Decimal,เลขที่รับไว้,,
DLVSTEXT,dlvstrecdate,timestamp,type/DateTime,วันที่รับผู้ป่วยเข้าห้องแรกคลอด,,
DLVSTEXT,dlvstrectime,numeric,type/Decimal,เวลาที่รับผู้ป่วยเข้าห้องแรกคลอด,,
DLVSTEXT,hn,varchar,type/Text,เลขที่ผู้ป่วยนอก,,
DLVSTEXT,an,varchar,type/Text,เลขที่ผู้ป่วยใน,,
DLVSTEXT,ward,numeric,type/Decimal,รหัสหอผู้ป่วย,,
DLVSTEXT,room,varchar,type/Text,ห้อง,,
DLVSTEXT,bedno,varchar,type/Text,เตียง,,
DLVSTEXT,ptnttype,numeric,type/Decimal,"ประเภทผู้ป่วย(1=Private,2=Service)",,
DLVSTEXT,dctprvt,numeric,type/Decimal,รหัสแพทย์ Private,,
DLVSTEXT,oldlname,varchar,type/Text,นามสกุลเดิมของผู้ป่วย,,
DLVSTEXT,curlname,numeric,type/Decimal,"ปัจจุบันผู้ป่วยใช้นามสกุล (1=สามี, 2=นามสกุลเดิม)",,
DLVSTEXT,mrtlst,numeric,type/Decimal,รหัสสถานะสมรส,,
DLVSTEXT,mrrge,numeric,type/Decimal,"ผู้ป่วยมีการจดทะเบียนสมรส(1=จดทะเบียน,2=ไม่จดทะเบียน)",,
DLVSTEXT,uselname,numeric,type/Decimal,"บุตรใช้นามสกุล(1= บิดา, 2=มารดา)",,
DLVSTEXT,mntnltyoth,varchar,type/Text,สัญชาติของมารดา(กรณีอื่นๆ) ระบุ,,
DLVSTEXT,hpname,numeric,type/Decimal,รหัสคำนำหน้าชื่อของสามี(ตามบัตร),,
DLVSTEXT,hcpname,numeric,type/Decimal,รหัสคำนำหน้าชื่อของสามี,,
DLVSTEXT,hsbname,varchar,type/Text,ชื่อของสามี,,
DLVSTEXT,hsbsname,varchar,type/Text,นามสกุลของสามี,,
DLVSTEXT,hsbage,numeric,type/Decimal,อายุสามี(ปี),,
DLVSTEXT,hsbntnlty,numeric,type/Decimal,รหัสสัญชาติของสามี,,
DLVSTEXT,hsbntnltyoth,varchar,type/Text,สัญชาติของสามี (กรณีอื่นๆ) ระบุ,,
DLVSTEXT,hbdldoctype,numeric,type/Decimal,รหัสประเภทหลักฐานที่นำมา,,
DLVSTEXT,hsbptdocnum,varchar,type/Text,เลขที่ของหลักฐานที่นำมาแสดง,,
DLVSTEXT,hsbdocoth,varchar,type/Text,รายละเอียดของหลักฐาน,,
DLVSTEXT,grvdty,numeric,type/Decimal,จำนวนครรภ์ทั้งหมด,,
DLVSTEXT,parity,numeric,type/Decimal,จำนวนครรภ์ที่คลอด,,
DLVSTEXT,parity2,numeric,type/Decimal,จำนวนครรภ์ที่คลอด2,,
DLVSTEXT,parity3,numeric,type/Decimal,จำนวนครรภ์ที่คลอด3,,
DLVSTEXT,parity4,numeric,type/Decimal,จำนวนครรภ์ที่คลอด4,,
DLVSTEXT,abrtn,numeric,type/Decimal,จำนวนครรภ์ที่แท้ง,,
DLVSTEXT,abrtnflag,numeric,type/Decimal,"การแท้ง (1=Yes,2=NO)",,
DLVSTEXT,curttflag,numeric,type/Decimal,"การขูดมดลูก (1=Yes,2=NO)",,
DLVSTEXT,ancflag,numeric,type/Decimal,"การฝากครรภ์ (1=YES,2=NO)",,
DLVSTEXT,ancplace,numeric,type/Decimal,รหัสสถานที่ที่ฝากครรภ์,,
DLVSTEXT,ancplace2,numeric,type/Decimal,รหัสสถานที่ที่ฝากครรภ์แห่งที่2,,
DLVSTEXT,noattend,numeric,type/Decimal,จำนวนครั้งที่ฝากครรภ์,,
DLVSTEXT,noattend2,numeric,type/Decimal,จำนวนครั้งที่ฝากครรภ์แห่งที่2,,
DLVSTEXT,lmpdate,timestamp,type/DateTime,วันที่มีประจำเดือนครั้งสุดท้าย,,
DLVSTEXT,edcdate,timestamp,type/DateTime,วันกำหนดคลอด,,
DLVSTEXT,gsttnage,numeric,type/Decimal,อายุของครรภ์(สัปดาห์),,
DLVSTEXT,gsttnday,numeric,type/Decimal,อายุของครรภ์(วัน),,
DLVSTEXT,labflag,numeric,type/Decimal,"ผล LAB นอก รพ.(NULL=ไม่เลือก,1=เลือก)",,
DLVSTEXT,tkdatebldg,timestamp,type/DateTime,วันที่ตรวจ Blood Group,,
DLVSTEXT,bldtest,numeric,type/Decimal,รหัสผลการตรวจกรุ๊ปเลือด,,
DLVSTEXT,rhtest,numeric,type/Decimal,รหัสผลการตรวจ Rh,,
DLVSTEXT,tkdatehbsag,timestamp,type/DateTime,วันที่ตรวจ HbsAg,,
DLVSTEXT,hbsagtest,numeric,type/Decimal,รหัสผลการตรวจ Hbsag,,
DLVSTEXT,tkdatevdrl,timestamp,type/DateTime,วันที่ตรวจ VDRL,,
DLVSTEXT,vdrltest,numeric,type/Decimal,รหัสผลการตรวจ VDRL,,
DLVSTEXT,tkdatetpha,timestamp,type/DateTime,วันที่ตรวจ TPHA,,
DLVSTEXT,tphatest,numeric,type/Decimal,รหัสผลการตรวจ TPHA,,
DLVSTEXT,hivtest,numeric,type/Decimal,รหัสผลการตรวจHIV,,
DLVSTEXT,tkdatehct,timestamp,type/DateTime,วันที่ตรวจความเข้มข้นของเลือด,,
DLVSTEXT,hcttest,numeric,type/Decimal,ความเข้มข้นของเลือด(%),,
DLVSTEXT,tkdatecmia,timestamp,type/DateTime,วันที่ตรวจ CMIA,,
DLVSTEXT,cmiatest,varchar,type/Text,รหัสผลการตรวจ CMIA,,
DLVSTEXT,leadsign,numeric,type/Decimal,รหัสท่าของเด็กในครรภ์,,
DLVSTEXT,leadsignoth,varchar,type/Text,ท่าของเด็กในครรภ์อื่นๆ,,
DLVSTEXT,headenggmnt,numeric,type/Decimal,"เด็กมีการกลับศีรษะลง[1=เลือก,NULL=ไม่เลือก]",,
DLVSTEXT,heartsound,numeric,type/Decimal,"การได้ยินเสียงหัวใจเด็กเต้น [1=YES ,2=NO]",,
DLVSTEXT,sounddate,timestamp,type/DateTime,วันที่ได้ยินเสียงหัวใจเด็กเต้น,,
DLVSTEXT,soundtime,numeric,type/Decimal,เวลาที่ได้ยินเสียงหัวใจเด็กเต้น,,
DLVSTEXT,recstatus,numeric,type/Decimal,"สถานะของข้อมูล  (1= บันทึกผลการคลอดแล้ว, NULL=ยังไม่บันทึกผลการคลอด)",,
DLVSTEXT,keyback,numeric,type/Decimal,"(1= ข้อมูลย้อนหลัง, Null=บันทึกปัจจุบัน)",,
DLVSTEXT,tkdatehiv,timestamp,type/DateTime,วันที่ตรวจ HIV,,
DLVSTEXT,fhramt,numeric,type/Decimal,อัตราการเต้นหัวใจของทารกในครรภ์(FHR) จำนวนครั้งต่อนาที (ระบุได้ 0-200 จำนวนเต็ม),,
DLVSTEXT,dlvstplace,numeric,type/Decimal,"ผู้ป่วยที่มาคลอด จำแนกตามห้องคลอด (1=ห้องสามัญ, 2=ห้องพิเศษ, 3= ห้องติดเชื้อ, 4= Ward)",,
DLVSTEXT,cmiatestnew,numeric,type/Decimal,รหัส CMIA,,
EMRGNCY,emrgncy,numeric,type/Decimal,,,
EMRGNCY,name,varchar,type/Text,,,
EMRGNCY,var,varchar,type/Text,,,
EMRGNCY,itemno,numeric,type/Decimal,,,
EMRGNCY,timewarranty,numeric,type/Decimal,,,
ERDCHSTTYPE,erdchsttype,numeric,type/Decimal,รหัสสถานะการจำหน่ายออกจากห้องฉุกเฉิน,,
ERDCHSTTYPE,erdchst,numeric,type/Decimal,รหัสสถานะการจำหน่ายออกจากห้องฉุกเฉิน,,
ERDCHSTTYPE,name,varchar,type/Text,ชื่อสถานะการจำหน่ายออกจากห้องฉุกเฉิน,,
ERDCHSTTYPE,hcode,varchar,type/Text,รหัส รพ.,,
ERZONELCT,zonelct,numeric,type/Decimal,รหัสโซนห้องฉุกเฉิน,,
ERZONELCT,name,varchar,type/Text,ชื่อโซนห้องฉุกเฉิน,,
ERZONELCT,name_en,varchar,type/Text,ชื่อโซนห้องฉุกเฉิน (ภาษาอังกฤษ),,
ERZONELCT,cliniclct,numeric,type/Decimal,,,
ICD10,icd10,varchar,type/Text,รหัสโรค,,
ICD10,icd10who,varchar,type/Text,รหัส ICD10 ตาม WHO,,
ICD10,name,varchar,type/Text,ชื่อโรค,,
ICD10,thainame,varchar,type/Text,ชื่อ ICD10 (ภาษาไทย),,
ICD9CM,icd9cm,varchar,type/Text,รหัสหัตถการ,,
ICD9CM,name,varchar,type/Text,ชื่อหัตถการ,,
ICD9CM,thainame,varchar,type/Text,ชื่อ ICD9CM (ภาษาไทย),,
ICD9CM,icd10tm,varchar,type/Text,รหัส ICD10TM (Dent),,
ICD9CM,icd9cmss,varchar,type/Text,รหัส ICD9CM หลัก 4 ตัว,,
ICD9CM,orflag,numeric,type/Decimal,1=ผ่าตัด,,
INCGRP,incgrp,numeric,type/Decimal,รหัสกลุ่มค่าใช้จ่าย,,
INCGRP,name,varchar,type/Text,รายละเอียดกลุ่มค่ารักษา,,
INCGRP,name_en,varchar,type/Text,รายละเอียดกลุ่มค่ารักษา(ภาษาอังกฤษ),,
INCGRP,drg,varchar,type/Text,DRG,,
INCGRP,copayflag,numeric,type/Decimal,สถานะการแบ่งค่ารักษา,,
INCGRP,glcode,numeric,type/Decimal,รหัสผังบัญชี,,
INCGRP,glexp,numeric,type/Decimal,รหัสัญชีย่อย,,
INCGRP,opdglcode,numeric,type/Decimal,รหัสผังบัญชีผู้ป่วยนอก,,
INCGRP,opdglexp,numeric,type/Decimal,รหัสัญชีย่อยผู้ป่วยนอก,,
INCGRP,ipdglcode,numeric,type/Decimal,รหัสผังบัญชีผู้ป่วยใน,,
INCGRP,ipdglexp,numeric,type/Decimal,รหัสัญชีย่อยผู้ป่วยใน,,
INCGRP,arincgrp,numeric,type/Decimal,กลุ่มแจ้งหนี้เงินเชื่อ,,
INCPRVLG,hn,varchar,type/Text,,,
INCPRVLG,prvno,numeric,type/Decimal,,,
INCPRVLG,pttype,numeric,type/Decimal,,,
INCPRVLG,an,varchar,type/Text,,,
INCPRVLG,issdate,timestamp,type/DateTime,,,
INCPRVLG,isstime,numeric,type/Decimal,,,
INCPRVLG,expdate,timestamp,type/DateTime,,,
INCPRVLG,exptime,numeric,type/Decimal,,,
INCPRVLG,subtype,numeric,type/Decimal,,,
INCPRVLG,crdtorg,numeric,type/Decimal,,,
INCPRVLG,crdtpst,varchar,type/Text,,,
INCPRVLG,crdtdiv,varchar,type/Text,,,
INCPRVLG,crdtown,varchar,type/Text,,,
INCPRVLG,crdtownid,varchar,type/Text,,,
INCPRVLG,prsnrlt,numeric,type/Decimal,,,
INCPRVLG,sshpt,numeric,type/Decimal,,,
INCPRVLG,sscpn,numeric,type/Decimal,,,
INCPRVLG,ssmodel,numeric,type/Decimal,,,
INCPRVLG,mainhpt,numeric,type/Decimal,,,
INCPRVLG,supphpt,numeric,type/Decimal,,,
INCPRVLG,ucmodel,numeric,type/Decimal,,,
INCPRVLG,changwat,numeric,type/Decimal,,,
INCPRVLG,refno,varchar,type/Text,,,
INCPRVLG,refissdate,timestamp,type/DateTime,,,
INCPRVLG,refexpdate,timestamp,type/DateTime,,,
INCPRVLG,sheetno,varchar,type/Text,,,
INCPRVLG,sheetdate,timestamp,type/DateTime,,,
INCPRVLG,claimlct,numeric,type/Decimal,,,
INCPRVLG,creditlimit,numeric,type/Decimal,,,
INCPRVLG,wdfdlimit,numeric,type/Decimal,,,
INCPRVLG,referhpt,numeric,type/Decimal,,,
INCPRVLG,duedate,timestamp,type/DateTime,,,
INCPRVLG,prvlgrep,varchar,type/Text,,,
INCPRVLG,prvlgnote,varchar,type/Text,,,
INCPRVLG,acer,numeric,type/Decimal,,,
INCPRVLG,refer,numeric,type/Decimal,,,
INCPRVLG,pttypest,numeric,type/Decimal,,,
INCPRVLG,approvstf,numeric,type/Decimal,,,
INCPRVLG,closeaccstf,numeric,type/Decimal,,,
INCPRVLG,closeaccdate,timestamp,type/DateTime,,,
INCPRVLG,closeacctime,numeric,type/Decimal,,,
INCPRVLG,cgdtype,numeric,type/Decimal,,,
INCPRVLG,apvdate,timestamp,type/DateTime,,,
INCPRVLG,apvtime,numeric,type/Decimal,,,
INCPRVLG,transdate,timestamp,type/DateTime,,,
INCPRVLG,dscover,numeric,type/Decimal,,,
INCPRVLG,fdlimit,numeric,type/Decimal,,,
INCPRVLG,benfrel,numeric,type/Decimal,,,
INCPRVLG,benftype,numeric,type/Decimal,,,
INCPRVLG,doc,varchar,type/Text,,,
INCPRVLG,mainophpt,numeric,type/Decimal,,,
INCPRVLG,diag,varchar,type/Text,,,
INCPRVLG,pttypeext,varchar,type/Text,,,
INCPRVLG,usedate,timestamp,type/DateTime,,,
INCPRVLG,coupon,varchar,type/Text,,,
INCPRVLG,printcoupon,numeric,type/Decimal,,,
INCPRVLG,patienttype,numeric,type/Decimal,,,
INCPRVLG,conprvno,numeric,type/Decimal,,,
INCPRVLG,assambly,varchar,type/Text,,,
INCPRVLG,healinscase,varchar,type/Text,,,
INCPT,hn,varchar,type/Text,,,
INCPT,incdate,timestamp,type/DateTime,,,
INCPT,inctime,numeric,type/Decimal,,,
INCPT,ordercode,numeric,type/Decimal,,,
INCPT,income,varchar,type/Text,,,
INCPT,itemno,numeric,type/Decimal,,,
INCPT,an,varchar,type/Text,,,
INCPT,vn,numeric,type/Decimal,,,
INCPT,fn,numeric,type/Decimal,,,
INCPT,prvno,numeric,type/Decimal,,,
INCPT,pttype,numeric,type/Decimal,,,
INCPT,pttypeext,varchar,type/Text,,,
INCPT,dct,numeric,type/Decimal,,,
INCPT,overtime,numeric,type/Decimal,,,
INCPT,rfrlct,numeric,type/Decimal,,,
INCPT,actlct,numeric,type/Decimal,,,
INCPT,paidst,numeric,type/Decimal,,,
INCPT,incamt,numeric,type/Decimal,,,
INCPT,rfndamt,numeric,type/Decimal,,,
INCPT,vipamt,numeric,type/Decimal,,,
