table_name,column_name,database_type,base_type,comment,is_pk,pk_confidence,pk_reason,is_fk,fk_targets,join_peers,join_dict,join_warning
DCTORDERPRSC,meditem,numeric,type/Decimal,รหัสรายการยาและเวชภัณฑ์,0,,,0,,,[],
DCTORDERPRSC,packseq,numeric,type/Decimal,ลำดับ Pack Seq.,0,,,0,,,[],
DCTORDERPRSC,orderfor,numeric,type/Decimal,"รหัสประเภทการสั่งยาผู้ป่วยใน (อ้างอิง t.Meddordtype)

1=  CONTINUE
2=	STAT
3=	ONE DAY
4=	HOME MED
5=	PRN
6=	NUMBERS
...
9=off continue
10=off one day



",0,,,0,,,[],
DCTORDERPRSC,an,varchar,type/Text,เลขที่ผู้ป่วยใน,0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
DCTORDERPRSC,medusetype,varchar,type/Text,รหัสวิธีใช้,0,,,1,MEDUSETYPE.medusetype(high:table match),MEDUSETYPE.medusetype,"[{""dir"": ""out"", ""to_table"": ""MEDUSETYPE"", ""to_column"": ""medusetype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DCTORDERPRSC,meduseqty,varchar,type/Text,จำนวน,0,,,1,MEDUSEQTY.meduseqty(high:table match),MEDUSEQTY.meduseqty,"[{""dir"": ""out"", ""to_table"": ""MEDUSEQTY"", ""to_column"": ""meduseqty"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DCTORDERPRSC,medusevol,numeric,type/Decimal,จำนวนที่ให้ (หน่วยเป็นซีซี),0,,,0,,,[],
DCTORDERPRSC,meduseunit,numeric,type/Decimal,รหัสหน่วย,0,,,1,MEDUSEUNIT.meduseunit(high:table match),MEDUSEUNIT.meduseunit,"[{""dir"": ""out"", ""to_table"": ""MEDUSEUNIT"", ""to_column"": ""meduseunit"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DCTORDERPRSC,medusetime,varchar,type/Text,รหัสเวลาที่ใช้/ความถี่,0,,,1,MEDUSETIME.medusetime(high:table match),MEDUSETIME.medusetime,"[{""dir"": ""out"", ""to_table"": ""MEDUSETIME"", ""to_column"": ""medusetime"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DCTORDERPRSC,medlblhlp1,varchar,type/Text,รหัสฉลากช่วย 1 ,0,,,0,,,[],
DCTORDERPRSC,medlblhlp2,varchar,type/Text,รหัสฉลากช่วย 2,0,,,0,,,[],
DCTORDERPRSC,medsymptom,varchar,type/Text,รหัสยารักษาตามกลุ่มโรคหรืออาการ,0,,,1,MEDSYMPTOM.medsymptom(high:table match),MEDSYMPTOM.medsymptom,"[{""dir"": ""out"", ""to_table"": ""MEDSYMPTOM"", ""to_column"": ""medsymptom"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DCTORDERPRSC,medusageext,numeric,type/Decimal,ตัวบ่งชี้ว่ามีการแก้ไขวิธีใช้แบบพิเศษหรือไม่ (1 = ใช่ - มีการแก้ไข),0,,,0,,,[],
DCTORDERPRSC,name,varchar,type/Text,รายละเอียดวิธีใช้ยา,0,,,0,,,[],
DCTORDERPRSC,name2,varchar,type/Text,รายละเอียดวิธีใช้ยา 2,0,,,0,,,[],
DCTORDERPRSC,name3,varchar,type/Text,รายละเอียดวิธีใช้ยา 3,0,,,0,,,[],
DCTORDERPRSC,name4,varchar,type/Text,รายละเอียดวิธีใช้ยา 4,0,,,0,,,[],
DCTORDERPRSC,qty,numeric,type/Decimal,จำนวนทั้งหมด,0,,,0,,,[],
DCTORDERPRSC,qtyperday,numeric,type/Decimal,จำนวนที่ใช้ต่อวัน ,0,,,0,,,[],
DCTORDERPRSC,day,numeric,type/Decimal,จำนวนวันล่วงหน้า,0,,,0,,,[],
DCTORDERPRSC,offdate,timestamp,type/DateTime,วันที่หยุดคำสั่ง,0,,,0,,,[],
DCTORDERPRSC,offtime,numeric,type/Decimal,เวลาที่หยุดคำสั่ง,0,,,0,,,[],
DCTORDERPRSC,offstf,numeric,type/Decimal,รหัสเจ้าหน้าที่ผู้หยุดคำสั่ง,0,,,0,,,[],
DCTORDERPRSC,offnote,varchar,type/Text,เหตุผล/หมายเหตุที่หยุดคำสั่ง,0,,,0,,,[],
DCTORDERPRSC,medoffcs,numeric,type/Decimal,รหัสสาเหตุการหยุดยา,0,,,0,,,[],
DCTORDERPRSC,ordertype,numeric,type/Decimal,"รหัสประเภทการสั่งการรักษา
1=ยาและเวชภัณฑ์ ,
2=LAB,
3=รังสี,
4=อาหาร,
5=ขอเลือด,
51=บริการเลือด,
6=activity,
7=Procedure,
8=Patho",0,,,0,,,[],
DCTORDERPRSC,orderst,numeric,type/Decimal,"รหัสการสั่งรักษาด่วน/ปกติ ( 1 = ปกติ , 2 = ด่วน[STAT] )",0,,,0,,,[],
DCTORDERPRSC,sppntttype,numeric,type/Decimal,"รหัสชนิด [1=Supplement, 2=Nutrition, 3=IV]",0,,,0,,,[],
DCTORDERPRSC,driptype,numeric,type/Decimal,"ประเภทการ Drip (1=in, 2=over)",0,,,0,,,[],
DCTORDERPRSC,meddilute,numeric,type/Decimal,รหัสเจือจางชนิด,0,,,0,,,[],
DCTORDERPRSC,solution,numeric,type/Decimal,สารละลาย (Meditem),0,,,0,,,[],
DCTORDERPRSC,sltpackseq,numeric,type/Decimal,ลำดับ Pack Seq. ของ Solution,0,,,0,,,[],
DCTORDERPRSC,upto,numeric,type/Decimal,UPTO,0,,,0,,,[],
DCTORDERPRSC,period,numeric,type/Decimal,ระยะเวลาการให้ยา,0,,,0,,,[],
DCTORDERPRSC,medperiodunit,numeric,type/Decimal,หน่วยระยะเวลาการให้ยา,0,,,0,,,[],
DCTORDERPRSC,rate,numeric,type/Decimal,RATE,0,,,0,,,[],
DCTORDERPRSC,frequency,numeric,type/Decimal,ความถี่,0,,,0,,,[],
DCTORDERPRSC,mixcode,numeric,type/Decimal,รห้สการจัดกลุ่มยาเดียวกัน,0,,,0,,,[],
DCTORDERPRSC,stkward,numeric,type/Decimal,เป็นยามี stock ที่ ward =1 ,0,,,0,,,[],
DCTORDERPRSC,meddordst,numeric,type/Decimal,รหัสสถานะของรายการยาและเวชภัณฑ์,0,,,0,,,[],
DCTORDERPRSC,reviewno,numeric,type/Decimal,เลขที่ review (ดึงจาก order no ของรายการเดิมมาใส่),0,,,0,,,[],
DCTORDERPRSC,reviewdate,timestamp,type/DateTime,วันที่ review,0,,,0,,,[],
DCTORDERPRSC,startdate,timestamp,type/DateTime,วันที่เริ่ม,0,,,0,,,[],
DCTORDERPRSC,recoffdate,timestamp,type/DateTime,วันที่หยุด,0,,,0,,,[],
DCTORDERPRSC,refundflg,numeric,type/Decimal,เก็บการเปลี่ยนแปลงของช่องเบิกได้,0,,,0,,,[],
DCTORDERPRSC,medned,numeric,type/Decimal,รหัสสาเหตุการใช้ยานอกบัญชี,0,,,0,,,[],
DCTORDERPRSC,prn,numeric,type/Decimal,เป็นยา prn =1,0,,,0,,,[],
DCTORDERPRSC,remark,varchar,type/Text,หมายเหตุ,0,,,0,,,[],
DCTORDERPRSC,cnfmst,numeric,type/Decimal,"สถานะยืนยันคำสั่งการรักษา (1 = แพทย์ Staff ยืนยันคำสั่งแล้ว , NULL หรือ 0 = ยังไม่ได้ยืนยันคำสั่ง)",0,,,0,,,[],
DCTORDERPRSC,cnfmdate,timestamp,type/DateTime,วันที่ยืนยันคำสั่งการรักษา,0,,,0,,,[],
DCTORDERPRSC,cnfmtime,numeric,type/Decimal,เวลาที่ยืนยันคำสั่งการรักษา,0,,,0,,,[],
DCTORDERPRSC,nursestf,numeric,type/Decimal,รหัสพยาบาลผู้รับคำสั่งแพทย์,0,,,0,,,[],
DCTORDERPRSC,nursedate,timestamp,type/DateTime,วันที่พยาบาลรับคำสั่งแพทย์,0,,,0,,,[],
DCTORDERPRSC,nursetime,numeric,type/Decimal,เวลาที่พยาบาลรับคำสั่งแพทย์,0,,,0,,,[],
DCTORDERPRSC,cnfmstf,numeric,type/Decimal,รหัสแพทย์ Dent/Staff ผู้ยืนยันคำสั่ง,0,,,0,,,[],
DCTORDERPRSC,phmstf,numeric,type/Decimal,รหัสจนท.ผู้ดึงรายการมาสร้าง Profile,0,,,0,,,[],
DCTORDERPRSC,phmdate,timestamp,type/DateTime,วันที่-เวลาดึงรายการมาสร้าง Profile,0,,,0,,,[],
DCTORDERPRSC,rcvstf,numeric,type/Decimal,เจ้าหน้าที่ผู้รับ Order,0,,,0,,,[],
DCTORDERPRSC,nursest,numeric,type/Decimal,สถานะพยาบาลรับคำสั่งแพทย์ = 1,0,,,0,,,[],
DCTORDERPRSC,rcvdate,timestamp,type/DateTime,"วันที่ห้องยา,LAB,X-ray รับ Order",0,,,0,,,[],
DCTORDERPRSC,rcvtime,numeric,type/Decimal,"เวลาที่ห้องยา,LAB,X-ray รับ Order",0,,,0,,,[],
DCTORDERPRSC,waitchk,numeric,type/Decimal,รหัสสถานะรอรับ หน้าจอยืนยันคำสั่งแพทย์ (1=รอรับ),0,,,0,,,[],
DCTORDERPRSC,waitchkrsn,varchar,type/Text,เหตุผลสถานะรอรับ (หน้าจอยืนยันคำสั่งแพทย์),0,,,0,,,[],
DCTORDERPRSC,canceltime,numeric,type/Decimal,เวลาที่ยกเลิกคำสั่ง,0,,,0,,,[],
DCTORDERPRSC,prntext,varchar,type/Text,รายละเอียดการสั่งยา PRN,0,,,0,,,[],
DCTORDERPRSC,meddecline,numeric,type/Decimal,ไม่รับยาจากห้องจ่ายยา,0,,,0,,,[],
DCTORDERPRSC,firstorder,numeric,type/Decimal,สถานะว่าเป็น First Order,0,,,0,,,[],
DCTORDERPRSC,ptdrugqty,numeric,type/Decimal,จำนวนยาของผู้ป่วยที่นำมาใช้,0,,,0,,,[],
DCTORDERPRSC,ivadmflag,numeric,type/Decimal,Flag บอกว่าสั่งทำ IV Admixture หรือไม่ ถ้าเป็น 1 คือสั่งทำ IV Admixture,0,,,0,,,[],
DCTORDERPRSC,ivadmixconc,numeric,type/Decimal,รหัสความเข้มข้นสุดท้ายที่ได้,0,,,0,,,[],
DCTORDERPRSC,rsorddifatal,numeric,type/Decimal,ตัวเลือกสั่งยา DI FATAL;  1:ไม่สั่งรายการยา; 2:งดรายการยาเดิม; 3:ยืนยันการสั่งทั้งคู่,0,,,0,,,[],
DCTORDERPRSC,notetophm,varchar,type/Text,Note to pharmacist,0,,,0,,,[],
DCTORDERPRSC,rcvst,numeric,type/Decimal,สถานะการรับคำสั่ง 1: รับแล้ว; 0: ยังไม่รับ,0,,,0,,,[],
DCTORDERPRSC,offst,numeric,type/Decimal,สถานะการ Off ยา 1:  Off ยาแล้ว; 0: ยังไม่ Off,0,,,0,,,[],
DCTORDERPRSC,status,numeric,type/Decimal,สถานะการใช้งาน 1: ใช้งาน; 0: ยกเลิก,0,,,0,,,[],
DCTORDERPRSC,ordersort,numeric,type/Decimal,ลำดับการเรียง Order ยาจากการ Review,0,,,0,,,[],
DCTORDERPRSC,meditemold,numeric,type/Decimal,MEDITEM เก่า,0,,,0,,,[],
DCTORDERPRSC,packseqold,numeric,type/Decimal,PACKSE เก่า,0,,,0,,,[],
DCTORDERPRSC,changenote,varchar,type/Text,เหตุผลการเปลี่ยนยา,0,,,0,,,[],
DCTORDERPRSC,computername,varchar,type/Text,ชื่อเครื่องคอมพิวเตอร์ที่บันทึก,0,,,0,,,[],
DCTORDERPRSC,flgoffcs,numeric,type/Decimal,"สถานะการ off 
1= review ปกต 
2= review ย้าย ward 
3= กดปุ่ม off 
4= คีย์ยาซ้ำแล้ว off ยาเดิม 
5= review ปกติ แล้ว off 
6= review ข้าม ward แล้ว off
",0,,,0,,,[],
DCTORDERPRSC,source,varchar,type/Text,,0,,,0,,,[],
DCTORDERPRSC,milgtno,numeric,type/Decimal,เลขที่รับใบนำส่ง,0,,,0,,,[],
DCTORDERPRSC,flgchngerate,numeric,type/Decimal,สถานะการเปลี่ยน Rate 1: เปลี่ยน; 0: ไม่ได้เปลี่ยน,0,,,0,,,[],
DCTORDERPRSC,phmrcvchngrate,numeric,type/Decimal,สถานะเภสัชรับทราบการเปลี่ยน Rate 1: รับทราบแล้ว; 0: ยังไม่ได้รับทราบ,0,,,0,,,[],
DCTORDERPRSC,nrsrcvchngrate,numeric,type/Decimal,สถานะพยาบาลรับทราบการเปลี่ยน Rate 1: รับทราบแล้ว; 0: ยังไม่ได้รับทราบ,0,,,0,,,[],
DIAGTYPE,diagtype,numeric,type/Decimal,รหัสความสำคัญของโรค,1,high,target_of_table_match,0,,IPTSUMDIAG.diagtype; PTDIAG.diagtype,"[{""dir"": ""in"", ""from_table"": ""IPTSUMDIAG"", ""from_column"": ""diagtype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""PTDIAG"", ""from_column"": ""diagtype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DIAGTYPE,name,varchar,type/Text,ชื่อความสำคัญของโรค,0,,,0,,,[],
DIAGTYPE,name_en,varchar,type/Text,ชื่อความสำคัญของโรค (ภาษาอังกฤษ),0,,,0,,,[],
DLANORMAL,dlanormal,varchar,type/Text,รหัสความผิดปกติของเด็ก,1,high,target_of_table_match,0,,DLVSTDT.dlanormal,"[{""dir"": ""in"", ""from_table"": ""DLVSTDT"", ""from_column"": ""dlanormal"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLANORMAL,name,varchar,type/Text,ความผิดปกติของเด็ก,0,,,0,,,[],
DLANORMAL,name_en,varchar,type/Text,ความผิดปกติของเด็ก (ภาษาอังกฤษ),0,,,0,,,[],
DLMEDICATION,dlmedication,numeric,type/Decimal,รหัสรายการยา,1,heuristic,name_matches_table,0,,,[],
DLMEDICATION,name,varchar,type/Text,ชื่อรายการยา,0,,,0,,,[],
DLMEDICATION,name_en,varchar,type/Text,ชื่อรายการยา (อังกฤษ),0,,,0,,,[],
DLPLCNTTYPE,plcnttype,numeric,type/Decimal,รหัสวิธีการเจ็บครรภ์,0,,,0,,,[],
DLPLCNTTYPE,name,varchar,type/Text,วิธีการเจ็บครรภ์,0,,,0,,,[],
DLPOSITION,dlposition,numeric,type/Decimal,รหัสท่าที่ใช้ในการคลอด,1,high,target_of_table_match,0,,DLVSTDESC.dlposition,"[{""dir"": ""in"", ""from_table"": ""DLVSTDESC"", ""from_column"": ""dlposition"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLPOSITION,positionnm,varchar,type/Text,ท่าที่ใช้ในการคลอด,0,,,0,,,[],
DLPOSITION,positionnm_en,varchar,type/Text,ท่าที่ใช้ในการคลอด (อังกฤษ),0,,,0,,,[],
DLPOSITION,hcode,varchar,type/Text,รหัสเดิมของ รพ.,0,,,0,,,[],
DLRUPTURETYPE,rptrtype,numeric,type/Decimal,รหัสลักษณะการเปิดของถุงน้ำ,0,,,0,,,[],
DLRUPTURETYPE,rptrtypenm,varchar,type/Text,ลักษณะการเปิดของถุงน้ำ,0,,,0,,,[],
DLRUPTURETYPE,rptrtypenm_en,varchar,type/Text,ลักษณะการเปิดของถุงน้ำ (อังกฤษ),0,,,0,,,[],
DLVST,dlvstreqno,numeric,type/Decimal,เลขที่รับไว้,1,medium,target_of_within_family,0,,DLVSTAFBRTHSIGN.dlvstreqno; DLVSTDESC.dlvstreqno; DLVSTDT.dlvstreqno; DLVSTEXT.dlvstreqno,"[{""dir"": ""in"", ""from_table"": ""DLVSTAFBRTHSIGN"", ""from_column"": ""dlvstreqno"", ""confidence"": ""medium"", ""type"": ""DLVST"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DLVSTDESC"", ""from_column"": ""dlvstreqno"", ""confidence"": ""medium"", ""type"": ""DLVST"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DLVSTDT"", ""from_column"": ""dlvstreqno"", ""confidence"": ""medium"", ""type"": ""DLVST"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DLVSTEXT"", ""from_column"": ""dlvstreqno"", ""confidence"": ""medium"", ""type"": ""DLVST"", ""source"": ""relationships.md""}]",
DLVST,dlvstseq,numeric,type/Decimal,ลำดับที่ในการคลอดครั้งนี้,0,,,0,,,[],
DLVST,edcdate,timestamp,type/DateTime,วันกำหนดคลอด,0,,,0,,,[],
DLVST,fullterm,numeric,type/Decimal,จำนวนครั้งที่คลอดแบบครบกำหนด,0,,,0,,,[],
DLVST,prmtr,numeric,type/Decimal,จำนวนครั้งที่คลอดแบบคลอดก่อนกำหนด,0,,,0,,,[],
DLVST,abrtn,numeric,type/Decimal,จำนวนครรภ์ที่แท้ง,0,,,0,,,[],
DLVST,living,numeric,type/Decimal,จำนวนครั้งที่คลอดมีชีวิต,0,,,0,,,[],
DLVST,stllbrth,numeric,type/Decimal,จำนวนครั้งที่ตายคลอด,0,,,0,,,[],
DLVST,icd10,varchar,type/Text,รหัสโรค,0,,,1,ICD10.icd10(high:table match),ICD10.icd10,"[{""dir"": ""out"", ""to_table"": ""ICD10"", ""to_column"": ""icd10"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVST,diagseq,numeric,type/Decimal,ลำดับที่ของข้อมูลโรค(โรคมาตรฐานตาม ICD10),0,,,0,,,[],
DLVST,ancflag,numeric,type/Decimal,"การฝากครรภ์ (1=YES,2=NO)",0,,,0,,,[],
DLVST,ancplace,numeric,type/Decimal,รหัสสถานที่ที่ฝากครรภ์,0,,,1,ANCPLACE.ancplace(high:table match),ANCPLACE.ancplace,"[{""dir"": ""out"", ""to_table"": ""ANCPLACE"", ""to_column"": ""ancplace"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVST,ancplace2,numeric,type/Decimal,รหัสสถานที่ที่ฝากครรภ์แห่งที่2,0,,,0,,,[],
DLVST,noattend,numeric,type/Decimal,จำนวนครั้งที่ฝากครรภ์,0,,,0,,,[],
DLVST,noattend2,numeric,type/Decimal,จำนวนครั้งที่ฝากครรภ์แห่งที่2,0,,,0,,,[],
DLVST,tkdatebldg,timestamp,type/DateTime,Date taken,0,,,0,,,[],
DLVST,bldtest,numeric,type/Decimal,รหัสผลการตรวจกรุ๊ปเลือด,0,,,0,,,[],
DLVST,rhtest,numeric,type/Decimal,รหัสผลการตรวจ Rh,0,,,1,RHTEST.rhtest(high:table match),RHTEST.rhtest,"[{""dir"": ""out"", ""to_table"": ""RHTEST"", ""to_column"": ""rhtest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVST,tkdatehbsag,timestamp,type/DateTime,วันที่ตรวจ Hbsag,0,,,0,,,[],
DLVST,hbsagtest,numeric,type/Decimal,รหัสผลการตรวจ Hbsag,0,,,0,,,[],
DLVST,tkdatevdrl,timestamp,type/DateTime,วันที่ตรวจ VDRL,0,,,0,,,[],
DLVST,vdrltest,numeric,type/Decimal,รหัสผลการตรวจ VDRL,0,,,0,,,[],
DLVST,tkdatetpha,timestamp,type/DateTime,วันที่ตรวจ TPHA,0,,,0,,,[],
DLVST,tphatest,numeric,type/Decimal,รหัสผลการตรวจ TPHA,0,,,1,TPHATEST.tphatest(high:table match),TPHATEST.tphatest,"[{""dir"": ""out"", ""to_table"": ""TPHATEST"", ""to_column"": ""tphatest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVST,hivtest,numeric,type/Decimal,รหัสผลการตรวจHIV,0,,,1,HIVTEST.hivtest(high:table match),HIVTEST.hivtest,"[{""dir"": ""out"", ""to_table"": ""HIVTEST"", ""to_column"": ""hivtest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVST,tkdatehct,timestamp,type/DateTime,วันที่ตรวจ HCT,0,,,0,,,[],
DLVST,hcttest,numeric,type/Decimal,ผลการตรวจ HCT,0,,,0,,,[],
DLVST,tkdatecmia,timestamp,type/DateTime,วันที่ตรวจ CMIA,0,,,0,,,[],
DLVST,cmiatest,varchar,type/Text,รหัสผลการตรวจ CMIA,0,,,1,CMIATEST.cmiatest(high:table match),CMIATEST.cmiatest,"[{""dir"": ""out"", ""to_table"": ""CMIATEST"", ""to_column"": ""cmiatest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVST,crdbld,numeric,type/Decimal,"ตัวบ่งชี้ว่ามีการเจาะเลือดใน Cord ไปตรวจ (1=Yes,2=NO)",0,,,0,,,[],
DLVST,treatmnt,varchar,type/Text,Treatment if any (การรักษาอื่นๆ ถ้ามี(ช่วงก่อนการคลอด)),0,,,0,,,[],
DLVST,inhosflag,numeric,type/Decimal,"ตัวบ่งชี้ว่าคลอดในโรงพยาบาล (1= Yes เกิดในโรงพยาบาล,2=No เกิดนอกโรงพยาบาล)",0,,,0,,,[],
DLVST,brthplace,varchar,type/Text,สถานที่เกิด (ถ้า inhosflag=1 ให้ default =โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย),0,,,0,,,[],
DLVST,leadsign,numeric,type/Decimal,รหัสท่าของเด็กในครรภ์,0,,,0,,,[],
DLVST,leadsignoth,varchar,type/Text,ท่าของเด็กในครรภ์ ระบุ,0,,,0,,,[],
DLVST,plcnttype,numeric,type/Decimal,รหัสวิธีการเจ็บครรภ์,0,,,0,,,[],
DLVST,lbrtdose,varchar,type/Text,การให้ยาเร่งคลอด,0,,,0,,,[],
DLVST,onsetdate,timestamp,type/DateTime,วันที่เริ่มเจ็บท้องคลอด,0,,,0,,,[],
DLVST,onsettime,numeric,type/Decimal,เวลาที่เริ่มเจ็บท้องคลอด,0,,,0,,,[],
DLVST,fdlttndate,timestamp,type/DateTime,วันที่ปากมดลูกขยายเต็มที่,0,,,0,,,[],
DLVST,fdlttntime,numeric,type/Decimal,เวลาที่ปากมดลูกขยายเต็มที่,0,,,0,,,[],
DLVST,dbrthdate,timestamp,type/DateTime,วันที่เด็กคลอด,0,,,0,,,[],
DLVST,dbrthtime,numeric,type/Decimal,เวลาที่เด็กคลอด,0,,,0,,,[],
DLVST,plctdate,timestamp,type/DateTime,วันที่รกและเยื่อหุ้มเด็กคลอดออกมา,0,,,0,,,[],
DLVST,plcttime,numeric,type/Decimal,เวลาที่รกและเยื่อหุ้มเด็กคลอดออกมา,0,,,0,,,[],
DLVST,rptrtype,numeric,type/Decimal,รหัสลักษณะการเปิดของถุงน้ำ,0,,,0,,,[],
DLVST,rptrdate,timestamp,type/DateTime,วันที่ Date of rupture,0,,,0,,,[],
DLVST,rptrtime,numeric,type/Decimal,เวลา Date of rupture,0,,,0,,,[],
DLVST,color,numeric,type/Decimal,"สีของน้ำเดิน (1 = Clear,2 = Thin,3 = Thick,4 = Other,5=Bloody,6=Undertermine,9 = Unseen)",0,,,0,,,[],
DLVST,colorext,varchar,type/Text,สีของน้ำเดินอื่นๆระบุ,0,,,0,,,[],
DLVST,fhrtsnd,numeric,type/Decimal,"การได้ยินเสียงหัวใจเด็กเต้น (1= Yes,2=No)",0,,,0,,,[],
DLVST,fhrtsnddate,timestamp,type/DateTime,วันที่ได้ยินเสียงหัวใจเด็กเต้น fetal heart sound on date,0,,,0,,,[],
DLVST,fhrtsndtime,numeric,type/Decimal,เวลาที่ได้ยินเสียงหัวใจเด็กเต้น fetal heart sound on time,0,,,0,,,[],
DLVST,station,numeric,type/Decimal,รหัสระดับความสูงของปากมดลูกที่เปิด,0,,,0,,,[],
DLVST,cervical,numeric,type/Decimal,รหัสขนาดของปากมดลูกที่เปิด,0,,,0,,,[],
DLVST,medication,varchar,type/Text,"ชื่อยา,ขนาด,วิธีและเวลาที่ให้ (ช่วงคลอด)",0,,,0,,,[],
DLVST,tkdatehiv,timestamp,type/DateTime,วันที่ตรวจ HIV,0,,,0,,,[],
DLVST,fhramt,numeric,type/Decimal,อัตราการเต้นหัวใจของทารกในครรภ์(FHR) จำนวนครั้งต่อนาที (ระบุได้ 0-200 จำนวนเต็ม),0,,,0,,,[],
DLVST,cmiatestnew,numeric,type/Decimal,รหัส CMIA,0,,,1,CMIATESTNEW.cmiatestnew(high:table match),CMIATESTNEW.cmiatestnew,"[{""dir"": ""out"", ""to_table"": ""CMIATESTNEW"", ""to_column"": ""cmiatestnew"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTAFBRTHSIGN,dlvstreqno,numeric,type/Decimal,เลขที่รับไว้,0,,,1,DLVST.dlvstreqno(medium:DLVST),DLVST.dlvstreqno,"[{""dir"": ""out"", ""to_table"": ""DLVST"", ""to_column"": ""dlvstreqno"", ""confidence"": ""medium"", ""type"": ""DLVST"", ""source"": ""relationships.md""}]",
DLVSTAFBRTHSIGN,dlvstseq,numeric,type/Decimal,ลำดับที่ในการคลอดครั้งนี้,0,,,0,,,[],
DLVSTAFBRTHSIGN,icd10,varchar,type/Text,รหัสโรค,0,,,1,ICD10.icd10(high:table match),ICD10.icd10,"[{""dir"": ""out"", ""to_table"": ""ICD10"", ""to_column"": ""icd10"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTAFBRTHSIGN,diagseq,numeric,type/Decimal,ลำดับที่ของข้อมูลโรค(โรคมาตรฐานตาม ICD10),0,,,0,,,[],
DLVSTAFBRTHSIGN,seqno,numeric,type/Decimal,ลำดับที่ลงโรค (เอาไว้เรียงข้อมูล),0,,,0,,,[],
DLVSTDESC,dlvstreqno,numeric,type/Decimal,เลขที่รับไว้,0,,,1,DLVST.dlvstreqno(medium:DLVST),DLVST.dlvstreqno,"[{""dir"": ""out"", ""to_table"": ""DLVST"", ""to_column"": ""dlvstreqno"", ""confidence"": ""medium"", ""type"": ""DLVST"", ""source"": ""relationships.md""}]",
DLVSTDESC,dlvstseq,numeric,type/Decimal,ลำดับที่ในการคลอดครั้งนี้,0,,,0,,,[],
DLVSTDESC,dlvytype,numeric,type/Decimal,"วิธีการคลอด (1= Normal (ปกติ ) ,2= Abnormal)",0,,,0,,,[],
DLVSTDESC,modeofdel,varchar,type/Text,รหัส ICD10 ช่วง( O80-O84),0,,,0,,,[],
DLVSTDESC,modeofdiagseq,numeric,type/Decimal,ลำดับที่ของรหัสโรคที่เป็นลักษณะการคลอด (icd10.diagseq),0,,,0,,,[],
DLVSTDESC,gsttnage,numeric,type/Decimal,อายุของครรภ์(สัปดาห์),0,,,0,,,[],
DLVSTDESC,gsttnday,numeric,type/Decimal,อายุของครรภ์(วัน),0,,,0,,,[],
DLVSTDESC,indction,numeric,type/Decimal,รหัสข้อบ่งชี้,0,,,0,,,[],
DLVSTDESC,indctionseq,numeric,type/Decimal,ลำดับรหัสข้อบ่งชี้,0,,,0,,,[],
DLVSTDESC,indctionoth,varchar,type/Text,อื่นๆ ระบุข้อบ่งชี้,0,,,0,,,[],
DLVSTDESC,dlposition,numeric,type/Decimal,รหัสท่าที่ใช้ในการคลอด,0,,,1,DLPOSITION.dlposition(high:table match),DLPOSITION.dlposition,"[{""dir"": ""out"", ""to_table"": ""DLPOSITION"", ""to_column"": ""dlposition"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
DLVSTDESC,dlpositionoth,varchar,type/Text,อื่นๆ ระบุท่าที่ใช้ในการคลอด,0,,,0,,,[],
DLVSTDESC,dlanestht,numeric,type/Decimal,รหัสข้อมูลการดมยา,0,,,0,,,[],
DLVSTDESC,dlanesthtoth,varchar,type/Text,อื่นๆ ระบุข้อมูลการดมยา,0,,,0,,,[],
